date dx dy dz
210301 1539 0.005 -0.017 -0.006
210301 1541 -0.003 -0.039 -0.002
210301 1542 -0.002 -0.039 -0.008
210301 1543 -0.001 -0.039 -0.007
210301 1544 -0.002 -0.039 -0.005
210301 1546 -0.002 -0.039 -0.005
210301 1547 -0.002 -0.039 -0.001
210301 1548 -0.002 -0.039 -0.002
210301 1559 -0.007 -0.036 -0.005
210301 1601 -0.005 -0.033 -0.003
210301 1602 -0.002 -0.036 -0.004
210301 1603 -0.001 -0.035 -0.007
210301 1604 -0.001 -0.038 -0.006
210302 0000 0.001 -0.019 0.001
210303 0000 0.001 -0.018 -0.004
210304 0000 0.000 -0.023 -0.006
210305 0000 -0.001 -0.020 -0.004
210306 0000 -0.001 -0.020 -0.006
210307 0000 -0.000 -0.023 -0.002
210308 0000 -0.001 -0.020 -0.006
210309 0000 -0.001 -0.020 -0.006
210310 0000 -0.002 -0.018 -0.005
210311 0000 0.000 -0.023 -0.005
210312 0000 -0.001 -0.019 -0.006
210313 0000 -0.001 -0.019 -0.005
210314 0000 -0.001 -0.019 -0.005
210315 0000 -0.001 -0.019 -0.005
210316 0000 -0.001 -0.021 -0.004
210317 0000 -0.001 -0.019 -0.006
210318 0000 -0.001 -0.020 -0.006
210319 0000 -0.001 -0.020 -0.006
210320 0000 -0.000 -0.021 -0.006
210321 0000 -0.001 -0.019 -0.006
210322 0000 -0.002 -0.019 -0.004
210323 0000 -0.001 -0.022 -0.006
210324 0000 -0.001 -0.019 -0.006
210325 0000 -0.001 -0.019 -0.006
210326 0000 -0.000 -0.023 -0.007
210327 0000 -0.001 -0.019 -0.005
210328 0000 0.000 -0.019 -0.004
210329 0000 -0.001 -0.019 0.003
210330 0000 0.001 -0.019 -0.006
210331 0000 0.000 -0.019 -0.004
210401 0000 0.000 -0.018 -0.003
210402 0000 0.001 -0.020 -0.005
210403 0000 0.000 -0.018 -0.004
210404 0000 0.001 -0.020 -0.001
210405 0000 0.002 -0.019 -0.005
210406 0000 0.001 -0.020 -0.005
210407 0000 0.001 -0.022 -0.004
210408 0000 0.002 -0.022 -0.005
210409 0000 -0.002 -0.018 -0.001
210410 0000 -0.001 -0.021 -0.005
210411 0000 -0.001 -0.021 -0.005
210412 0000 -0.001 -0.021 -0.004
210413 0000 -0.001 -0.020 -0.006
210414 0000 -0.001 -0.021 -0.005
210415 0000 -0.001 -0.021 -0.006
210416 0000 -0.001 -0.020 -0.006
210417 0000 -0.001 -0.020 -0.005
210418 0000 -0.001 -0.020 -0.006
210419 0000 -0.001 -0.021 -0.005
210420 0000 -0.002 -0.021 -0.002
210421 0000 -0.001 -0.021 -0.006
210422 0000 -0.001 -0.020 -0.006
210423 0000 -0.001 -0.020 -0.005
210424 0000 0.001 -0.020 -0.007
210425 0000 0.001 -0.020 -0.005
210426 0000 0.001 -0.019 -0.005
210427 0000 0.001 -0.020 -0.005
210428 0000 -0.000 -0.019 0.001
210429 0000 0.001 -0.020 -0.005
210430 0000 -0.001 -0.021 -0.004
210501 0000 -0.001 -0.020 -0.005
210502 0000 0.001 -0.019 -0.004
210503 0000 0.000 -0.018 -0.004
210504 0000 -0.000 -0.014 -0.005
210505 0000 0.001 -0.020 -0.004
210506 0000 0.002 -0.021 -0.006
210507 0000 -0.001 -0.017 -0.008
210508 0000 0.000 -0.018 -0.005
210509 0000 -0.002 -0.018 -0.004
210510 0000 -0.000 -0.019 -0.010
210511 0000 -0.002 -0.018 -0.001
210512 0000 -0.001 -0.019 -0.002
210513 0000 -0.001 -0.017 -0.005
210514 0000 -0.002 -0.019 -0.001
210515 0000 -0.002 -0.017 -0.001
210516 0000 -0.002 -0.017 -0.001
210517 0000 -0.001 -0.017 -0.004
210518 0000 -0.001 -0.017 -0.004
210519 0000 -0.000 -0.019 -0.004
210520 0000 -0.002 -0.017 -0.001
210521 0000 -0.002 -0.017 -0.001
